year,variable,std,lon,lat,ENSOMIEV29,ENSOMIEV30,ENSOMIEV31,ENSOMIEV32,ensomiev1,ensomiev2,ensomiev3,ensomiev4,ensomiev5,ensomiev6,ensomiev7,ensomiev8,ensomiev9,ensomievG,PDO9,PDO10,PDO11,PDO12,pdo1,pdo2,pdo3,pdo4,pdo5,pdo6,pdo7,pdo8,pdo9,pdoG,NAO9,NAO10,NAO11,NAO12,Nao1,Nao2,Nao3,Nao4,Nao5,Nao6,Nao7,Nao8,Nao9,GNAO,AO9,AO10,AO11,AO12,Ao1,Ao2,Ao3,Ao4,Ao5,Ao6,Ao7,Ao8,Ao9,GAO,HAIBING9,HAIBING10,HAIBING11,HAIBING12,haibing1,haibing2,haibing3,haibing4,haibing5,haibing6,haibing7,haibing8,haibing9,Ghaibing
1987,X1006,0.688,121,43.1,0.026,0.457,2.065,1.019,1.257,0.357,-1.255,0.593,-2.178,1.305,0.32,-0.3,0.311,0.305923077,-0.157,0.495,-0.383,0.929,1.192,1.133,0.597,-1.063,-0.147,0.834,1.247,-0.149,-0.438,0.314615385,-1.447,0.598,-1.047,0.126,-1.854,-0.563,-0.519,0.437,0.312,0.566,2.028,0.323,0.1,-0.072307692,1.63,0.859,-0.061,-0.769,-0.823,0.271,-1.265,-0.071,1.706,-0.057,0.15,-0.032,0.794,0.179384615,-1.457,0.137,1.243,-0.244,-0.531,0.721,0.247,0.047,0.404,-0.018,0.963,1.613,-0.245,0.221538462
1988,X1006,1.074,121,43.1,-0.316,-1.038,2.194,1.089,1.587,-0.124,-1.08,-1.192,0.059,1.797,-0.467,1.732,0.526,0.366692308,-1.443,-0.748,0.941,-0.455,0.994,1.063,-1.001,1.08,-0.273,1.418,-1.12,0.435,-0.813,0.006,-0.369,1.812,0.073,-0.133,-0.021,1.169,2.337,-0.643,0.124,0.477,0.455,0.718,-1.22,0.367615385,0.555,-0.018,1.845,-0.228,0.733,0.618,1.037,0.797,0.05,0.774,-0.098,0.364,1.683,0.624,0.243,-1.391,0.057,0.224,0.184,0.005,0.024,0.093,-0.802,-0.453,-0.983,-0.204,-0.357,-0.258461538
1989,X1006,0.847,121,43.1,-0.102,-0.605,0.157,-0.163,0.319,-0.766,0.175,0.402,0.648,-1.187,1.252,2.157,0.711,0.230615385,0.185,0.001,0.001,0.171,-0.177,-0.38,-0.248,-1.539,1.147,0.592,0.6,-0.295,1.963,0.155461538,0.34,0.188,2.036,-0.285,-0.171,-0.333,0.824,0.892,-0.614,-0.96,-1.524,0.892,-0.264,0.078538462,-0.667,0.145,0.153,-0.687,0.668,0.593,0.17,0.001,1.02,-1.653,0.706,0.582,-0.947,0.006461538,-0.19,-1.077,0.675,-0.332,0.256,0.521,0.349,-1.181,0.491,-0.101,-1.519,1.916,0.377,0.014230769
1990,X1006,0.988,121,43.1,-1.182,-0.765,-0.864,-0.821,0.382,-0.93,0.331,-1.238,-0.761,0.534,-1.571,0.319,0.41,-0.473538462,-0.733,-0.102,1.33,-1.531,-0.027,-0.331,-0.044,0.138,0.505,0.41,0.798,1.101,1.928,0.264769231,-0.536,-0.404,1.76,-2.481,1.434,0.985,0.032,-0.089,1.215,1.491,-1.096,0.6,-2.957,-0.003538462,-1.439,-0.075,0.543,0.761,-0.682,-1.16,-0.467,1.804,-1.001,-1.333,-0.553,1.925,-0.57,-0.172846154,0.018,0.323,-0.752,-0.802,0.023,-0.084,1.644,2.362,2.486,-1.374,0.888,0.083,-0.854,0.304692308
1991,X1006,1.013,121,43.1,0.499,0.395,0.165,-0.307,-0.244,0.279,-0.321,0.947,-1.329,-0.508,0.82,0.17,0.301,0.066692308,1.114,-0.144,0.931,-0.778,0.305,0.356,0.15,-0.596,0.801,0.689,0.184,-1.054,1.534,0.268615385,0.03,-0.581,-0.357,1.218,-0.059,-0.055,-0.442,0.462,2.672,0.11,-0.465,1.005,-0.44,0.238307692,-0.532,-0.235,0.143,-0.316,-0.159,0.005,-0.068,-0.278,0.205,0.003,0.759,0.392,-1.077,-0.089076923,-0.965,0.319,-0.218,0.366,-0.187,0.646,0.308,0.277,0.98,0.608,0.248,0.085,-0.397,0.159230769
1992,X1006,1.12,121,43.1,-1.039,-0.991,-0.653,-0.902,0.048,1.357,-1.612,-0.54,-0.602,0.523,1.391,0.742,-0.095,-0.182538462,-0.281,-0.331,-0.649,-0.873,-2.126,0.17,1.118,-0.769,-0.135,-0.856,0.324,-0.05,0.32,-0.318307692,-0.725,-1.152,-0.737,0.631,1.035,-0.642,-0.507,0.472,0.028,1.006,0.816,1.316,-0.617,0.071076923,-1.218,0.192,-1.026,-0.714,0.749,0.717,-0.396,0.663,-1.815,0.56,0.526,-1.908,-1.344,-0.385692308,0.213,0.069,0.345,1.104,0.63,1.454,1.893,1.631,0.671,0.31,-0.017,0.46,1.204,0.766692308
1993,X1006,1.077,121,43.1,-0.226,0.562,1.453,0.627,-1.405,-0.787,-0.631,-0.236,-1.551,-0.178,-2.61,-0.673,0.449,-0.400461538,-1.091,1.921,0.282,-1.09,-1.004,0.239,-1.419,-0.161,-0.048,0.269,0.65,-2.102,0.736,-0.216769231,-1.097,0.205,1.849,-1.801,0.236,0.833,-0.735,0.747,0.146,-0.638,0.322,-0.464,0.016,-0.029307692,0.846,0.082,0.113,-0.708,-1.602,-0.314,0.694,-1.054,1.843,0.91,-1.907,-0.115,-0.642,-0.142615385,0.671,0.838,0.572,1.183,-0.042,-1.631,-0.5,0.232,-0.269,-0.83,0.174,0.098,-0.693,-0.015153846
1994,X1006,0.779,121,43.1,0.381,-1.116,-0.806,1.12,0.29,-0.385,-0.56,-0.68,0.703,-0.248,0.648,0.498,-1.269,-0.109538462,0.239,1.51,-0.146,1.413,0.797,1.314,-1.356,0.059,0.25,0.44,1.583,0.489,0.927,0.578384615,-0.237,0.51,1.49,0.033,-0.836,-0.646,0.847,0.07,1.36,-0.439,-0.184,-0.797,-1.904,-0.056384615,-0.658,-0.414,-0.437,0.782,0.171,0.691,0.079,-0.883,0.613,-1.571,0.391,-1.631,-2.146,-0.385615385,-0.195,-0.208,0.293,0.453,0.751,-0.257,0.722,-0.934,1.618,-0.989,-2.159,-0.917,-1.864,-0.283538462
1995,X1006,1.193,121,43.1,-0.784,1.829,0.373,2.127,-0.536,0.331,-0.203,-0.852,0.575,0.682,-0.363,-0.99,0.654,0.218692308,-0.053,-0.889,0.503,0.5,0.247,0.229,-0.06,-0.369,0.044,1.867,-0.002,0.148,1.127,0.253230769,1.013,0.172,-1.647,1.434,0.38,-0.477,-0.186,0.428,0.748,0.162,-0.935,0.784,-1.677,0.015307692,0.265,1.201,1.356,-0.737,-1.23,0.365,-1.303,-1.63,-1.882,-0.084,-0.604,1.795,0.234,-0.173384615,-0.026,0.247,-0.186,1.32,-1.26,0.448,1.237,1.062,-1.315,0.266,-0.333,0.414,1.489,0.258692308
1996,X1006,1.092,121,43.1,0.583,0.461,0.62,0.366,0.335,-0.555,1.623,1.702,-1.595,0.746,0.11,-0.297,-0.535,0.274153846,0.04,0.199,-0.046,0.265,-1.303,-2.064,-1.471,-0.748,0.791,0.857,-0.309,0.794,-0.665,-0.281538462,-1.102,0.353,-1.175,1.78,-1.105,-0.474,-0.229,-0.557,0.551,0.347,0.725,1.807,0.945,0.143538462,0.614,1.021,-0.755,0.11,-1.217,-1.58,-0.44,0.958,1.556,0.385,-0.855,1.961,0.351,0.162230769,-0.518,-0.867,0.097,-0.524,-0.364,-0.976,1.72,0.895,1.056,-0.551,0.158,1.054,0.441,0.124692308
1997,X1006,0.93,121,43.1,-1.317,-0.701,-0.758,-0.875,-0.346,0.122,-0.677,0.992,-0.624,0.279,-0.27,0.795,2.338,-0.080153846,0.215,1.151,0.47,-0.011,1.289,0.416,1.117,0.729,-0.368,1.637,-0.623,-1.394,-0.791,0.295153846,0.875,-0.151,0.728,2.465,-1.187,0.956,-1.115,-2.173,-1.247,0.497,0.883,0.095,-0.379,0.019,1.078,-0.306,0.106,0.279,0.688,0.356,-0.173,-1.61,1.468,-0.903,0.763,0.775,0.007,0.194461538,-0.168,-1.203,-0.498,1.049,2.397,-0.535,0.592,-0.602,1.181,-1.28,1.179,0.523,-0.562,0.159461538
1998,X1006,0.961,121,43.1,-2.81,0.241,0.852,1.024,-0.662,-0.048,0.076,0.675,1.047,0.464,0.692,-0.763,-0.596,0.014769231,-0.394,1.103,-0.117,0.986,0.49,-0.323,-0.168,0.661,-0.92,0.059,0.938,-0.543,1.088,0.22,-0.543,0.471,-0.162,-0.555,1.214,2.112,1.841,0.936,-0.422,0.54,0.979,0.893,0.589,0.607153846,1.01,0.021,0.688,-0.992,-0.395,0.733,0.505,-1.134,0.033,-1.204,0.501,-0.925,0.397,-0.058615385,-0.826,0.146,0.734,-0.35,0.006,-0.24,0.394,-0.534,-1.44,-0.368,-0.951,0.073,-0.954,-0.331538462
1999,X1006,0.945,121,43.1,0.465,-0.352,-0.748,0.905,-0.219,-0.776,-0.705,0.074,-0.168,0.378,0.928,0.851,-2.888,-0.173461538,-0.327,-0.895,0.956,0.885,-0.602,0.843,-2.693,1.649,1.48,-0.841,0.103,-1.209,-1.173,-0.140307692,-1.325,-0.828,-2.57,0.952,0.211,-1.347,0.412,0.07,-1.299,-0.856,-1.349,0.991,0.818,-0.470769231,-0.127,-0.033,0.321,1.306,0.426,1.29,0.646,-0.344,-1.241,1.026,1.151,-0.665,0.645,0.338538462,-1.016,-1.054,1.022,-0.13,0.61,1.113,-1.428,1.267,-0.966,-0.477,0.05,-0.8,-2.495,-0.331076923
2000,X1006,0.967,121,43.1,0.841,0.371,0.63,-0.238,-0.367,0.831,-1.24,0.736,0.01,0.278,0.593,0.502,1.372,0.332230769,0.648,1.41,0.313,-0.905,0.011,-0.875,-0.238,-0.989,-0.738,-0.814,1.088,-0.079,0.389,-0.059923077,0.635,-0.222,0.121,1.415,-1.585,-0.863,-0.695,-0.809,-0.97,0.813,0.883,-0.463,1.947,0.015923077,0.148,0.463,-0.527,-0.45,0.978,-0.779,1.434,-2.983,0.218,-0.739,1.706,1.142,-0.723,-0.008615385,0.128,0.712,-2.043,-0.492,2.427,0.059,0.323,-0.747,-1.225,1.017,-1.11,0.997,0.948,0.076461538
2001,X1006,1.252,121,43.1,-0.286,0.244,1.097,-1.558,1.095,0.846,0.636,0.662,0.417,0.091,-0.106,1.434,-0.599,0.305615385,1.627,-0.705,-1.316,-2.004,0.067,-0.251,0.211,-1.008,0.288,-1.289,-1.351,-0.823,-0.735,-0.560692308,0.73,-0.039,1.6,-0.768,-0.612,-1.037,-0.15,-0.916,-1.042,-0.236,-1.269,0.145,-0.622,-0.324307692,-0.492,1.048,-0.378,0.592,1.197,-0.044,-0.084,-0.267,0.042,1.615,0.55,-1.135,0.665,0.254538462,-1.126,-1.842,-3.045,-1.08,0.194,-1.711,1.998,-0.558,0.488,-0.536,-0.231,0.409,-0.523,-0.581769231
2002,X1006,0.961,121,43.1,0.504,-1.014,-0.988,0.761,0.209,1.024,-1.051,1.604,0.627,0.916,-0.424,2.166,0.593,0.379,-1.926,0.127,-0.021,-1.178,-0.298,-1.538,-0.771,-0.815,-1.861,-1.796,-0.456,-0.301,2.048,-0.675846154,1.167,1.322,0.025,0.583,0.608,-1.278,-0.818,-0.061,0.896,0.332,0.421,0.437,0.125,0.289153846,0.106,-1.101,1.165,-1.837,-1.44,-1.3,-0.807,-1.704,2.024,1.4,-1.09,0.301,0.45,-0.294846154,-1.3,0.928,0.221,0.058,0.338,0.655,-0.414,-1.697,0.908,-0.127,0.917,-0.369,-2.124,-0.154307692
2003,X1006,1.074,121,43.1,-1.156,-0.791,1.108,1.129,0.432,1.268,2.735,0.85,1.206,0.71,-0.14,-0.575,0.226,0.538615385,-0.136,0.169,-0.337,-0.495,-0.183,-1.484,-1.266,-1.147,-0.644,-0.377,-0.251,1.116,0.975,-0.312307692,0.593,-2.059,0.892,0.305,0.278,0.183,-0.419,-1.882,-1.578,-1.962,1.174,0.7,2.919,-0.065846154,-1.627,-0.306,-0.469,-0.808,-0.684,0.472,0.5,1.619,0.096,-0.126,0.7,0.147,-0.176,-0.050923077,0.257,-0.558,1.639,0.917,-0.085,0.025,-1.523,0.659,-0.725,-1.337,1.511,-0.613,0.252,0.032230769
2004,X1006,1.283,121,43.1,-0.127,0.3,-0.49,-0.295,-1.241,-0.506,0.093,-0.206,0.773,0.794,-0.227,0.391,1.096,0.027307692,0.98,-1.92,1.116,-0.003,-0.148,-1.745,0.013,1.984,2.421,-0.481,0.505,1.845,0.528,0.391923077,-0.043,2.273,-0.858,1.281,-0.445,0.148,-0.819,1.269,0.268,0.077,-0.656,-0.435,0.464,0.194153846,-1.457,-1.46,0.464,1.439,-0.782,0.285,-0.597,-0.033,-1.568,-1.021,0.009,1.345,1.081,-0.176538462,0.565,1.25,0.088,-0.768,1.156,-0.224,0.932,0.239,1.226,0.924,-2.121,-0.224,0.529,0.274769231
2005,X1006,1.269,121,43.1,-1.942,1.639,0.294,0.536,1.497,-0.464,0.06,-0.215,-1.378,1.107,0.205,1.559,-0.903,0.153461538,-1.179,-0.133,-1.152,1.503,0.66,0.024,1.224,-2.51,0.091,1.417,0.654,-1.931,0.196,-0.087384615,1.521,-0.7,-0.102,0.256,-0.947,-0.373,0.866,-0.231,-0.399,0.019,0.897,-1.219,1.619,0.092846154,0.496,-0.476,0.984,-0.882,-0.313,-0.519,2.105,0.1,0.396,-2.114,-0.936,-0.812,0.943,-0.079076923,0.798,-0.602,0.532,0.88,-1.769,0.086,-0.362,-0.743,-0.703,0.169,-0.551,0.747,0.046,-0.113230769
2006,X1006,1.267,121,43.1,1.181,1.085,0.202,-0.276,0.159,0.261,-0.067,-0.468,-0.362,0.549,-0.825,0.199,-1.189,0.034538462,1.167,-2.1,-2.045,0.635,1,-2.742,-0.479,-1.412,0.816,-1.626,-0.215,-1.357,-0.809,-0.705153846,-0.437,1.079,0.948,-0.246,-0.268,-0.508,0.799,0.085,0.277,-0.4,-0.408,0.671,1.056,0.203692308,0.06,0.297,0.347,1.441,1.397,-0.988,-2.19,1.303,0.762,0.803,-0.088,-0.495,-1.099,0.119230769,-1.147,-0.036,0.479,-0.598,-0.377,0.078,-1.983,-0.538,-1.669,-1.831,1.866,-0.427,0.368,-0.447307692
2007,X1006,0.919,121,43.1,1.86,-0.625,-0.427,0.682,-0.856,0.63,1.844,-0.364,0.302,-0.153,0.585,-0.654,1.065,0.299153846,-0.379,-1.966,0.468,0.685,0.552,1.255,1.11,-0.759,0.543,0.159,0.227,1.175,-0.478,0.199384615,-0.085,-0.265,-0.146,0.486,0.907,0.63,0.888,0.43,-1.234,0.964,0.314,-1.507,-0.803,0.044538462,0.192,-0.236,-1.626,0.194,-0.139,-0.339,-0.429,-0.662,0.823,-0.167,-0.62,0.854,0.653,-0.115538462,1.647,-1.089,-0.913,-1.177,-0.524,0.713,-0.779,0.127,-0.91,-0.424,-0.906,0.849,-0.043,-0.263769231
2008,X1006,1.338,121,43.1,1.074,0.826,0.268,-0.117,0.309,-0.34,0.664,-0.237,-0.109,-1.089,-0.998,-0.998,-0.959,-0.131230769,0.708,0.321,0.942,0.81,1.746,-0.651,1.401,-0.24,-1.42,-0.428,-1.157,0.077,0.098,0.169769231,-0.33,-0.287,-0.065,-1.066,-0.567,-2.041,-0.252,-1.658,0.754,-0.441,2.257,-0.473,0.548,-0.278538462,-1.159,-0.952,0.821,-0.48,-1.802,0.383,-0.993,0.627,1.128,2,-0.932,-0.961,-2.633,-0.381,-0.198,-0.295,0.291,-0.133,0.939,-1.86,-2.488,-0.269,0.948,1.286,0.33,-1.239,1.118,-0.120769231
2009,X1006,0.952,121,43.1,-0.027,-0.049,-1.23,-0.345,0.87,-0.423,-0.251,1.223,-2.179,-0.488,-1.484,1.4,-1.534,-0.347461538,1.474,0.341,0.453,-0.13,0.62,0.015,-1.264,-0.148,0.859,0.657,2.033,-0.989,0.223,0.318769231,0.746,-0.13,0.183,0.663,0.961,1.308,-0.561,1.632,0.289,1.395,-0.077,1.013,-1.526,0.453538462,0.286,-0.008,1.624,-0.016,-0.815,-2.504,0.54,0.07,-0.197,1.991,-1.067,-0.171,-0.923,-0.091538462,0.837,1.917,0.901,-1.073,-0.571,-0.317,-0.499,-0.776,0.114,0.91,-0.734,0.879,0.373,0.150846154
2010,X1006,1.257,121,43.1,-0.033,0.301,-0.136,0.112,-1.384,-0.618,-1.166,-2.328,-0.758,-0.87,0.258,2.599,0.778,-0.249615385,0.899,0.974,1.353,-1.074,0.323,1.198,0.866,1.015,-1.022,0.773,-0.259,0.695,0.326,0.466692308,-0.375,-2.438,-1.011,-0.364,0.653,0.109,-3.264,1.724,0.675,-0.387,-0.769,-0.483,1.721,-0.323769231,2.377,-0.513,0.369,-1.097,0.499,0.967,-1.657,0.421,0.489,-0.966,-0.069,0.202,-1.11,-0.006769231,-1.534,1.98,-0.874,-0.384,1.993,-2.265,-0.21,1.95,0.045,0.471,-1.193,-0.082,0.797,0.053384615
2011,X1006,0.684,121,43.1,-1.516,0.26,0.826,-0.283,1.69,1.482,-1.039,-0.702,1.015,-0.299,0.415,-1.047,-0.065,0.056692308,1.214,0.38,0.902,-0.898,0.84,0.301,-0.108,1.281,0.713,-0.84,-0.098,-1.164,-2.601,-0.006,0.652,2.877,-0.822,0.455,-0.26,0.854,0.68,-1.574,-0.775,0.035,-0.411,0.199,0.233,0.164846154,1.312,-0.127,0.247,-0.499,-1.051,0.302,-0.062,-1.904,0.667,0.08,-1.547,-0.966,0.905,-0.203307692,0.69,-1.176,1.952,-1.561,-0.765,-0.107,-0.251,0.106,0.489,0.479,-0.039,1.366,-0.444,0.056846154
2012,X1006,0.961,121,43.1,0.79,2.575,-2.174,-0.591,-0.158,-2.508,-0.785,-0.133,0.158,-0.525,1.025,0.111,2.278,0.004846154,-2.208,-0.674,-0.93,-1.357,-0.136,0.422,0.246,-1.042,-1.206,-0.17,-0.353,-0.145,0.354,-0.553769231,-1.435,0.258,-0.438,0.23,-1.821,-0.081,-0.929,-1.267,-1.01,-0.585,-0.406,-0.854,-0.625,-0.689461538,-0.532,-0.374,0.543,0.979,-0.811,-0.17,-0.201,1.032,-0.811,-0.067,-2.002,-1.183,1.143,-0.188769231,0.392,0.029,0.167,-0.864,0.178,0.043,1.073,0.865,-0.692,0.066,-0.123,0.442,-0.593,0.075615385
2013,X1006,1.225,121,43.1,-0.211,-1.185,-1.488,-0.316,1.121,-0.168,1.215,-1.283,-1.473,-0.197,0.726,-1.568,0.344,-0.344846154,-1.273,-0.801,0.931,-1.293,0.732,-0.637,1.755,0.225,-0.032,-0.216,-0.993,0.369,0.586,-0.049769231,-0.779,0.67,-0.979,0.281,-0.825,0.027,1.718,0.309,-1.637,0.619,0.766,0.286,-0.457,-7.69E-05,-0.935,-0.659,-1.203,-1.058,1.535,0.08,-1.183,0.916,-0.572,2.404,0.992,1.341,-0.031,0.125153846,0.463,0.662,-0.843,0.723,0.168,-0.055,0.685,0.459,1.096,0.219,1.263,0.633,0.987,0.496923077
2014,X1006,0.915,121,43.1,-0.657,0.101,-1.162,-0.008,0.072,0.038,-0.189,1.619,0.216,-1.024,0.22,0.07,-0.353,-0.081307692,0.581,0.805,-0.589,-1.517,2.005,-1.294,0.98,-1.688,0.53,-1.052,0.869,0.791,1.102,0.117153846,0.293,-0.594,1.142,-0.724,0.653,-0.286,-0.234,0.734,-0.597,0.693,-1.19,0.734,1.864,0.191384615,1.49,1.22,-0.176,0.502,-0.955,2.589,-0.614,2.134,-1.306,1.779,-0.065,-0.161,-0.896,0.426230769,1.793,1.674,0.403,-0.107,-0.87,0.361,1.609,-0.572,-0.598,-1.129,-0.865,-1.576,0.193,0.024307692
2015,X1006,0.937,121,43.1,-1.412,-1.78,-1.589,0.207,-0.332,-1.06,-0.757,-0.234,-0.159,-0.622,0.692,-0.307,-0.627,-0.613846154,-0.911,1.451,1.105,0.859,-0.208,0.642,-0.482,0.892,-0.326,0.118,-1.816,0.677,1.564,0.274230769,0.194,-0.723,-0.878,-0.109,1.816,-0.56,0.123,-2.638,-0.825,0.377,-0.63,1.146,0.325,-0.183230769,0.228,-2.085,-0.479,-0.454,-0.828,-0.501,1.043,-0.166,-0.31,-0.16,0.194,-0.09,0.829,-0.213769231,0.519,0.11,1.164,-0.226,-0.127,-0.626,1.697,-0.33,-0.479,1.498,0.698,-0.209,-0.193,0.268923077
2016,X1006,0.91,121,43.1,-0.3,0.59,0.42,1.532,-1.835,0.385,0.792,-1.117,0.672,0.356,-0.98,-0.012,1.685,0.168307692,-0.552,0.799,0.993,-1.215,1.034,-0.203,-1.501,-0.874,-0.145,-0.365,-0.319,0.547,0.877,-0.071076923,-0.699,1.354,-0.116,-0.436,0.831,1.008,0.953,2.552,0.106,-0.762,0.81,0.588,2.142,0.640846154,-0.548,-0.025,1.86,0.017,0.366,-1.849,-0.39,0.295,0.717,-0.787,1.815,1.788,-0.033,0.248153846,0.722,1.537,-0.029,0.444,1.272,0.131,-0.293,-0.06,-0.932,0.737,-1.069,-0.06,0.399,0.215307692
2017,X1006,0.871,121,43.1,-0.849,1.097,-0.993,-1.358,-1.1,-1.967,1.345,-0.892,2.107,0.214,-1.141,2.895,-1.215,-0.142846154,1.384,0.217,-0.05,0.619,0.025,0,0.363,0.445,0.573,-0.65,0.125,0.409,1.015,0.344230769,1.392,0.79,1.354,0.599,-0.987,0.086,-0.665,-0.951,-0.217,-0.962,0.129,-0.123,-0.78,-0.025769231,-1.673,0.358,1.407,-0.946,0.953,-1.369,-0.139,0.021,-0.64,1.129,-1.081,-0.602,-1.501,-0.314076923,0.083,0.588,0.092,0.706,0.501,-0.121,0.631,-0.205,-0.522,-0.648,-0.408,-1.658,-0.575,-0.118153846
2018,X1006,0.944,121,43.1,-0.397,1.446,-2.165,-0.2,-0.041,0.955,-0.695,0.872,-1.516,-0.404,-1.215,-1.399,0.617,-0.318615385,0.116,-0.069,1.068,2.345,-0.748,-0.825,0.528,-0.995,0.72,-1.018,-1.469,0.971,-0.422,0.015538462,0.819,1.118,-0.431,2.016,0.236,-1.218,0.443,-0.248,0.492,0.014,2.474,-0.879,1.02,0.450461538,-0.467,-0.429,0.853,0.816,-0.239,0.002,0.05,1.7,-1.078,-1.166,2.035,1.28,0.981,0.333692308,0.121,-0.567,-0.098,0.513,0.752,1.528,0.657,-0.944,1.097,-0.313,-0.032,-1.371,1.398,0.210846154
2019,X1006,1.037,121,43.1,-1.218,-1.925,-0.638,0.632,0.828,-1.663,-0.445,1.869,-0.505,1.013,0.045,0.432,0.562,-0.077923077,0.045,1.628,-0.268,-0.198,1.134,-0.557,1.214,0.017,1.518,0.058,1.069,-0.352,-0.547,0.366230769,0.086,-0.315,-0.726,0.563,-0.391,0.412,1.182,-0.041,0.606,-0.655,0.246,-0.271,-1.086,-0.03,-1.067,-0.136,-0.491,1.042,0.045,0.069,-1.247,-1.452,-0.326,0.77,0.461,-1.509,0.93,-0.223923077,0.374,0.254,0.316,-1.857,0.411,-0.2,0.023,1.132,0.888,0.127,-1.342,0.086,-1.319,-0.085153846
